text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @BspUp2017: Behan Mayawati ji will address rally at Ambedkarnagar and Bahraich on 23 Feb 2017. 

#BSP #MayawatiNextUPCM 
#<U+092C><U+0939><U+0928><U+091C><U+0940>_<U+0906>_<U+0930><U+0939><U+0940>_<U+0939><U+0948>…",FALSE,0,NA,22-02-2017 15:04,FALSE,NA,8.34419E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YogendrAmbedkar,22,TRUE,FALSE,NA,NA
"RT @BspUp2017: Behan Mayawati ji will address rally at Ambedkarnagar and Bahraich on 23 Feb 2017. 

#BSP #MayawatiNextUPCM 
#<U+092C><U+0939><U+0928><U+091C><U+0940>_<U+0906>_<U+0930><U+0939><U+0940>_<U+0939><U+0948>…",FALSE,0,NA,22-02-2017 15:03,FALSE,NA,8.34418E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_Tzarina,22,TRUE,FALSE,NA,NA
RT @BspUp2017: Must watch: Know all about Bahujan Volunteer Force. #BSP #MayawatiNextUPCM [courtesy abpnewstv ] https://t.co/GG4EGh3fzL,FALSE,0,NA,22-02-2017 14:54,FALSE,NA,8.34416E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vivekkumarsinh,23,TRUE,FALSE,NA,NA
RT @BspUp2017: Must watch: Know all about Bahujan Volunteer Force. #BSP #MayawatiNextUPCM [courtesy abpnewstv ] https://t.co/GG4EGh3fzL,FALSE,0,NA,22-02-2017 14:52,FALSE,NA,8.34415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AAPDelhi2020,23,TRUE,FALSE,NA,NA
"RT @BspUp2017: Behan Mayawati ji will address rally at Ambedkarnagar and Bahraich on 23 Feb 2017. 

#BSP #MayawatiNextUPCM 
#<U+092C><U+0939><U+0928><U+091C><U+0940>_<U+0906>_<U+0930><U+0939><U+0940>_<U+0939><U+0948>…",FALSE,0,NA,22-02-2017 14:51,FALSE,NA,8.34415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AAPDelhi2020,22,TRUE,FALSE,NA,NA
RT @BspUp2017: Must watch: Know all about Bahujan Volunteer Force. #BSP #MayawatiNextUPCM [courtesy abpnewstv ] https://t.co/GG4EGh3fzL,FALSE,0,NA,22-02-2017 14:51,FALSE,NA,8.34415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AAPGujarat2017,23,TRUE,FALSE,NA,NA
"RT @BspUp2017: Behan Mayawati ji will address rally at Ambedkarnagar and Bahraich on 23 Feb 2017. 

#BSP #MayawatiNextUPCM 
#<U+092C><U+0939><U+0928><U+091C><U+0940>_<U+0906>_<U+0930><U+0939><U+0940>_<U+0939><U+0948>…",FALSE,0,NA,22-02-2017 14:51,FALSE,NA,8.34415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AAPGujarat2017,22,TRUE,FALSE,NA,NA
"RT @BspUp2017: Behan Mayawati ji will address rally at Ambedkarnagar and Bahraich on 23 Feb 2017. 

#BSP #MayawatiNextUPCM 
#<U+092C><U+0939><U+0928><U+091C><U+0940>_<U+0906>_<U+0930><U+0939><U+0940>_<U+0939><U+0948>…",FALSE,0,NA,22-02-2017 14:50,FALSE,NA,8.34415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BSP4Uttarakhand,22,TRUE,FALSE,NA,NA
RT @BspUp2017: Must watch: Know all about Bahujan Volunteer Force. #BSP #MayawatiNextUPCM [courtesy abpnewstv ] https://t.co/GG4EGh3fzL,FALSE,0,NA,22-02-2017 14:50,FALSE,NA,8.34415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BSP4Uttarakhand,23,TRUE,FALSE,NA,NA
"RT @BspUp2017: Behan Mayawati ji will address rally at Ambedkarnagar and Bahraich on 23 Feb 2017. 

#BSP #MayawatiNextUPCM 
#<U+092C><U+0939><U+0928><U+091C><U+0940>_<U+0906>_<U+0930><U+0939><U+0940>_<U+0939><U+0948>…",FALSE,0,NA,22-02-2017 14:49,FALSE,NA,8.34415E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BSPLive_,22,TRUE,FALSE,NA,NA
